type,start,_end,end,title,description,category,project,keyword,people,places,works,artistic,additional,display temporal,source,displayTemporal,reference,image,VRobject,Event_ID
Biography,1958-00-00,1950-00-00,,A biographical Eisenstein film is developed based on a script by Rostislav Iurenev and directed by Vasili Katanian.,In the Central Studio for Documentary Film a biographical Eisenstein film is developed based on a script by Rostislav Iurenev and directed by Vasili Katanian.,Biography and Personality;Cinema and Theatre,,Legacy;Post-Mortem;Rostislav Iurenev;Vasili Katanian;Central Studio for Documentary Film;,Rostislav Iurenev;Vasili Katanian,Soviet Union;Russia;Moscow;Central Studio for Documentary Film,,,,1958,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1958,,,,documentary_eisenstein_developed
Cinema,1958-00-00,1956-00-00,,Battleship Potemkin' is ranked by 117 film critics from all over the world among the twelve best feature films of all time.,At the Brussels World's Fair 'Battleship Potemkin' is ranked by 117 film critics from all over the world among the twelve best feature films of all time.,Cinema and Theatre,Battleship Potemkin,Legacy;Post-Mortem;Award;Brussels World's Fair;Battleship Potemkin;twelve best feature films of all time,,Belgium;Brussels,Battleship Potemkin,,,1958,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1958,,,,potemkin_ranking_worldwide
Cinema,1958-00-00,1956-00-00,,Ivan the Terrible II' is shown publicly for the first time in Brussels.,"It was not until 1958, twelve years after the negative decision of the Central Commitee, that 'Ivan the Terrible II' was shown publicly for the first time in Brussels, albeit without the colour section, and was discussed in detail in all international magazines.",Cinema and Theatre,Ivan Groznyj II,Ivan Groznyj II,,Belgium;Brussels,Ivan the Terrible II,,,1958,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;pp. 197 f.,1958,,,,premiere_ivan_two_brussels
Cinema,1960-00-00,1957-00-00,1965-00-00,"In Germany, the film 'Ivan the Terrible II' was released twice, in 1960 and 1965.","In Germany, the film 'Ivan the Terrible II' was released twice, in 1960 and 1965. It is only at the 1960 screening that the original version is shown with the colour part of the film.",Cinema and Theatre,Ivan Groznyj II,Ivan Groznyj II,,Germany,Ivan the Terrible II,,,1960 and 1965,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 198,1960 and 1965,,,,ivan_two_germany
Biography,1959-00-00,1958-00-00,,"International Eisenstein-Conference at the Academy of Arts, Berlin, GDR","International Eisenstein-Conference at the Academy of Arts, Berlin, GDR.",Biography and Personality;Cinema and Theatre,,International Eisenstein-Conference;Legacy;Post-Mortem,,German Democratic Republic;Berlin,,,,1959,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1959,,,,eisenstein-conference_berlin
Writings,1960-00-00,1958-00-00,,The first German Eisenstein edition is published in the GDR.,The first German Eisenstein edition is published in the GDR.,Writing and Teaching,,GDR;Legacy;Post-Mortem,,German Democratic Republic,,,,1960,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1960,,,,publication_edition_germany
Graphic,1961-00-00,1958-00-00,,Pera Atasheva edits a first album with Sergei Eisenstein drawings.,Pera Atasheva edits a first album with Sergei Eisenstein drawings.,Graphic Art,,Pera Atasheva;Legacy;Post-Mortem,Pera Atasheva,Soviet Union;Russia,,,,1961,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1961,,,,publication_drawings_first
Writings,1964-00-00,1958-00-00,,The first volume of the six-volume Soviet Eisenstein edition is published.,The first volume of the six-volume Soviet Eisenstein edition is published: 'Izbrannye proizvedenij v sesti tomach' (Selected Works in Six Volumes).,Writing and Teaching,,Izbrannye proizvedenij v sesti tomach;Selected Works in Six Volumes;Legacy;Post-Mortem,,Soviet Union;Russia,,,,1964,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1964,,,,publication_soviet_eisenstein_edition_volume_1
Cinema,1964-00-00,1959-00-00,,The General Line/ The Old and the New' is declared one of the twelve best documentary films of all time in an international critics' survey.,"In Mannheim, 'The General Line/ The Old' and the New is declared one of the twelve best documentary films of all time in an international critics' survey.",Cinema and Theatre,,Legacy;Post-Mortem;Die Generallinie;The Old and the New;twelve best documentary films of all time;international critics' survey,,Germany;Mannheim,The General Line,,,1964,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1964,,,,ranking_general_line
Biography,1965-00-00,1960-00-00,,"The Association of Soviet Filmmakers builds a Sergei Eisenstein tomb at the Novodevichi Cemetery, Moscow.","The Association of Soviet Filmmakers builds a Sergei Eisenstein tomb at the Novodevichi Cemetery, Moscow.",Biography and Personality,,Legacy;Post-Mortem;Association of Soviet Filmmakers;Tomb;Novo-Deviči cemetery,,Soviet Union;Russia;Novodevichi Cemetery;Moscow,,,,1965,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1965,,,,tomb_cemetary
Biography,1965-00-00,1961-00-00,,Sergei Eisenstein's apartment and his library are turned into the Eisenstein Museum.,"After the death of Sergei Eisenstein's widow Pera Atasheva, Eisenstein's apartment and his library are turned into the Eisenstein Museum.",Biography and Personality;Cinema and Theatre;Writing and Teaching;Graphic Art;Apartment,,Pera Atasheva;Eisenstein Museum;Legacy;Post-Mortem;WIfe;Widow,Pera Atasheva,Soviet Union;Russia;Moscow,,,Eisenstein Museum,1965,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1965,,,,eisenstein_apartment_museum
Biography,1965-00-00,1964-00-00,,Formation of a Commission for the creative heritage of Sergei M. Eisenstein.,The Association of Soviet Filmmakers forms a Commission for the creative heritage of Sergei M. Eisenstein.,Biography and Personality;Cinema and Theatre;Writing and Teaching;Graphic Art;Apartment,,Association of Soviet Filmmakers;Commission for the creative heritage of S. M. Eisenstein;Legacy;Post-Mortem,,Soviet Union;Russia;Association of Soviet Filmmakers,,,Association of Soviet Filmmakers,1965,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1965,,,,commission_Eisenstein_heritage
Cinema,1966-00-00,1964-00-00,,In the Moscow Film Theatre Illjuzion a first public Eisenstein retrospective is shown.,In the Moscow Film Theatre Illjuzion a first public Eisenstein retrospective is shown.,Cinema and Theatre,,Moscow Film Theater;Illjuzion;Legacy;Post-Mortem,,Soviet Union;Russia;Moscow,,,,1966,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 205,1966,,,,retrospective_first
Cinema,1967-00-00,1965-00-00,,In the production of Mosfilm and Gosfilmofond of the USSR the photo film 'The Bezhin Meadow' is completed.,In the production of Mosfilm and Gosfilmofond of the USSR the photo film 'The Bezhin Meadow' is completed. Directed by Naum Kleiman and Sergei Iutkevich; music by Sergei Prokofiev.,Cinema and Theatre,Bezhin Meadow,Mosfilm Studios;Gosfilmofond;The Bezhin Meadow;N. Klejman;S. Iutkevich;S. Prokofiev;Legacy;Post-Mortem,Naum Kleiman;Sergei Iutkevich;Sergei Prokofiev,Soviet Union;Russia;Moscow;Mosfilm Studio;Gosfilmofond;Moscow Oblast,Bezhin Meadow,,Mosfilm;Gosfilmofond,1967,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;pp. 205 f.,1967,,,,bezin_meadow_completion_photo_film
Cinema,1967-00-00,1965-00-00,,The film 'October' is set to music under the sound direction of Grigori Aleksandrov.,The film 'October' is set to music under the sound direction of Grigori Aleksandrov according to a Dmitri Shostakovich score and performed with great success in the USSR and many other countries.,Cinema and Theatre,October,Legacy;Post-Mortem;October;Grigori Aleksandrov,Dmitri Shostakovich;Grigori Aleksandrov,Soviet Union;Russia,October: Ten Days That Shook the World,,,1967,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1967,,,,october_music_version
Writings,1967-00-00,1965-00-00,,A scientific symposium on Sergei Eisenstein's study 'Nonindifferent Nature' is held in Kiev.,A scientific symposium on Sergei Eisenstein's study 'Nonindifferent Nature' is held in Kiev.,Writing and Teaching,,Scientific symposium on Eisenstein;The Non-Indifferent Nature;Legacy;Post-Mortem,,Ukraine;Kyiv,Nonindifferent Nature,,,1967,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1967,,,,symposium_nonindifferent_nature
Biography,1967-00-00,1966-00-00,,In the GDR Sergei Eisenstein's unfinished Autobiographical Memories is published.,In the GDR Sergei Eisenstein's unfinished Autobiographical Memories is published: 'Stationen'.,Biography and Personality;Writing and Teaching,,GDR;unfinished biography;Autobiographical Memories;Stationen;Legacy;Post-Mortem,,German Democratic Republic,Memoirs,,,1967,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1967,,,,publication_stationen
Biography,1968-00-00,1967-00-00,,The Association of Soviet Filmmakers organizes an international Sergei Eisenstein Conference in Moscow for Eisenstein's 70th birthday.,The Association of Soviet Filmmakers organizes an international Sergei Eisenstein Conference in Moscow for Eisenstein's 70th birthday.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;Association of Soviet Filmmakers;International Eisenstein Conference;Birthday,,Soviet Union;Russia;Moscow,,,Association of Soviet Filmmakers,1968,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1968,,,,eisenstein_conference_70th_birthday
Biography,1968-00-00,1967-00-00,,A Sergei Eisenstein conference is held in Tbilisi.,An Eisenstein conference is held in Tbilisi.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;Eisenstein conference,,Soviet Union;Georgia;Tbilisi,,,,1968,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1968,,,,eisenstein_conference_tbilisi
Biography,1968-00-00,1967-00-00,,A Sergei Eisenstein conference is held in Sofia.,An Eisenstein conference is held in Sofia.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;Eisenstein conference,,People's Republic of Bulgaria;Bulgaria;Sofia,,,,1968,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1968,,,,eisenstein_conference_sofia
Cinema,1968-00-00,1967-00-00,,The photo film 'Bezhin Meadow' is shown at the International Short Film Festival in Oberhausen.,The photo film 'Bezhin Meadow' is shown at the International Short Film Festival in Oberhausen and at a special session of the German Academy of Arts in Berlin.,Cinema and Theatre,Bezhin Meadow,Legacy;Post-Mortem;International Short Film Festiva;German Academy of Arts,,Germany;Oberhausen;German Democratic Republic;Berlin,Bezhin Meadow,,,1968,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1968,,,,premiere_bezin_meadow_germany
Cinema,1969-00-00,1968-00-00,,Strike' is set to music and screened publicly at the Gorki Film Studio under the sound direction of A. Ginzburg.,Strike' is set to music and performed publicly at the Gorki Film Studio under the sound direction of A. Ginzburg.,Cinema and Theatre,Strike,Legacy;Post-Mortem;Strike;Gorki-Filmstudio;A. Ginzburg,,Soviet Union;Russia;Moscow;Gorki Film Studio,Strike,,,1969,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1969,,,,strike_music_version
Graphic,1969-00-00,1968-00-00,,The album 'Mexikanische Zeichnungen Eisensteins' (Mexican Drawings of Eisenstein) is released.,The album 'Mexikanische Zeichnungen Eisensteins' (Mexican Drawings of Eisenstein) is published.,Graphic Art,,Legacy;Post-Mortem;Mexican Drawings of Eisenstein;Drawing,,,,,,1969,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1969,,,,publication_mexican_drawings
Biography,1970-00-00,1968-00-00,,"Eisenstein exhibition at the German Academy of Arts, Berlin, GDR; it is taken over by the Academy of Arts, West-Berlin, in cooperation with Freunden der Deutschen Kinemathek and Neue Gesellschaft für bildende Kunst.","Eisenstein exhibition at the German Academy of Arts, Berlin, GDR; it is taken over by the Academy of Arts, West-Berlin, in cooperation with Freunden der Deutschen Kinemathek and Neue Gesellschaft für bildende Kunst.",Biography and Personality;Cinema and Theatre,,Legacy;Post-Mortem;Exhibition;German Academy of Arts;Academy of Arts;West-Berlin;Friends of the German Cinematheque;New Society for Visual Arts,,Germany;German Democratic Republic;Berlin,,,,1970,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1970,,,,eisenstein_exhibition_berlin_east_west
Cinema,1972-00-00,1968-00-00,,The American conductor Arthur Kleiner sets the Sergei Eisenstein's movie 'Battleship Potemkin' to music in the Studio Odysseus-Film according to the Edmund Meisel score.,The American conductor Arthur Kleiner sets Sergei Eisenstein's movie 'Battleship Potemkin' to music in the Studio Odysseus-Film according to the Edmund Meisel score.,Cinema and Theatre,Battleship Potemkin,Legacy;Post-Mortem;Arthur Kleiner;Battleship Potemkin;Odysseus-Film;Edmund Meisel ,,,Battleship Potemkin,,,1972,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1972,,,,potemkin_music_verson_meisel
Biography,1972-00-00,1969-00-00,,The Sergei Eisenstein exhibition is shown in Wiesbaden and Amsterdam.,The Sergei Eisenstein exhibition is shown in Wiesbaden and Amsterdam.,Biography and Personality;Cinema and Theatre,,Legacy;Post-Mortem;Exhibition,,Germany;Wiesbaden;The Netherlands;Amsterdam,,,,1972,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1972,,,,eisenstein_exhibition_travels
Biography,1973-00-00,1969-00-00,,International Sergei Eisenstein Symposium in Moscow on the occasion of his 75th birthday.,International Eisenstein Symposium in Moscow on the occasion of his 75th birthday.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;International Eisenstein Symposium;Birthday,,Soviet Union;Russia;Moscow,,,,1973,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1973,,,,symposium_moscow_75th_birthday
Biography,1973-00-00,1970-00-00,,Scientific Sergei Eisenstein Conference of the Anthology Film Archives and the Museum of Modern Art in New York with an Eisenstein retrospective.,Scientific Sergei Eisenstein Conference of the Anthology Film Archives and the Museum of Modern Art in New York with an Eisenstein retrospective.,Biography and Personality;Cinema and Theatre;Writing and Teaching,,Legacy;Post-Mortem;Scientific Eisenstein Conference of the Anthology Film Archives;the Museum of Modern Art in New York,,United States of America;New York,,,,1973,Sudendorf;Werner (1975): 'Sergej M. Eisenstein – Materialien zu Leben und Werk'. München/Wien: Carl Hanser Verlag;p. 206,1973,,,,conference_retrospective_new_york
