type,idx,date,,year,info,hover,category,project,keyword,first,number,number1
Cinema,748,1949-03-06,,1949,"Works on the production of ""Walküre"".","In the Bolšoj Theatre Eisenstein  works on the production of ""Walküre"". He is fascinated by the task of bringing the pictorial elements of Wagners music onto the stage in a plastic and visual realization, in order to achieve an inner unity of visual and sound elements through the production. He sees here a further possibility to continue working on the fusion of image and sound as in ""Aleksandr Nevski"". [...]",Cinema and Theatre,Aleksandr Nevskij,Bolšoj Theatre;Walküre;Aleksandr Nevskij,,1,20
Cinema,749,1940-04-00,,1940,Working on a number of ideas for films.,"Eisenstein  is considering a film adaptation of the ""Beijis Affair"" according to Lev Šejnin; the Jew Bejli was accused of the ritual murder of a Christian boy. At the same time, Eisenstein  is working on a project conceived as a color film about Thomas Edward Lawrence, the ""Lawrence of Arabia"", and a film about the plague - also in color.",Cinema and Theatre,Beiji's Affair,Beiji's Affair;Lawrence of Arabia,,1,20
Writings,750,1940-04-00,,1940,Writes  a  short  article  about  his  meetings  with Mayakovsky.,Writes a short article about his meetings with Mayakovsky.,Writing and Teaching,,Mayakovsky,,,20
Cinema,751,1940-04.05,,1940,"Proposes the ""Beijis Affair"" for filming to the film committee.","Eisenstein proposes the ""Beijis Affair"" for filming to the film committee.",Cinema and Theatre,Beiji's Affair,Beiji's Affair,,1,20
Cinema,752,1940-05-00,,1940,"First scene sketches for ""The Bejlis Affair""","First scene sketches for ""The Bejlis Affair""",Cinema and Theatre,Beiji's Affair,Beiji's Affair,,1,20
Cinema,753,1940-05-28,,1940,"the essay ""Not colorful, but multi-colored"" appears in Kino","In ""Kino"" the essay ""Not colorful, but multi-colored"" appears, in which Eisenstein  examines, among other things, the color gradations of the black and white film on the basis of his previous film production. ",Cinema and Theatre;Writing and Teaching,,Kino;Not colorful but Multi-colored;Essay;Writing,,1,20
Writings,754,1940-05-29,,1940,"Works on the theoretical elaboration of the principles of ""vertical montage"".","Eisenstein  works on the theoretical elaboration of the principles of ""Vertical Montage"".",Writing and Teaching,,Vertical Montage,,,20
Biography,755,1940-07-00,,1940,Awarded 20 years of Soviet film anniversary medal.,"Award of the anniversary medal ""20 years of Soviet film"" to Eisenstein ",Biography and Personality,,Award;20 years of Soviet film,,20,20
Biography,756,1940-10-13,,1940,Appointed as artistic director of Mosfilm.,Appointment as artistic director of Mosfilm.,Biography and Personality;Cinema and Theatre,,Mosfilm Studios,,,20
Cinema,757,1940-10-16,,1940,"Premiere of ""Walküre"" at the Bolšoj Theatre","Premiere of ""Walküre"" at the Bolšoj Theatre",Cinema and Theatre,,Walküre;Bolšoj Theatre,,1,20
Biography,758,1940-11-21,,1940,Protests against the use of his name in the advertising of an American distributor for Griffith and rejects Griffiths film because of racist tendencies.,"Eisenstein  protests against the use of his name in the advertising of an American distributor for Griffith ""Birth of a Nation"" (1915). Regardless of his importance for the development of film language, he rejects Griffiths film because of racist tendencies.",Biography and Personality;Cinema and Theatre,,Griffith;Birth of a Nation,,,20
Cinema,759,1940-11-00,,1940,"First plans for the ""Ivan Groznyj""","First plans for the ""Ivan Groznyj"". Eisenstein  writes the scenario in free verse and old church Slavonic, in order to achieve an atmospheric reflection of the overall expression. Eisenstein  begins with the writing and graphic elaboration of Ivans monologue at the sarcophagus of his poisoned wife and other scenes.",Cinema and Theatre,Ivan Groznyj,Ivan Groznyj;Slavonic,,1,20
Cinema,760,1941-01-26,,1941,"Festive anniversary performance on the 15th anniversary of the world premiere of ""Battleship Potemkin"". ","Festive anniversary performance on the 15th anniversary of the world premiere of ""Battleship Potemkin"". ",Cinema and Theatre,Battleship Potemkin,Battleship Potemkin,1,1,20
Biography,761,1941-02-01,,1941,Awarded the Great State Award.,"By decree of the Council of Peoples Commissars of the USSR, Eisenstein  is awarded the ""Great State Award"" First Degree for the direction of the ""Aleksandr Nevskij"". ",Biography and Personality,Aleksandr Nevskij,Council of People's Commissars of the USSR;Award;Great State Award;Aleksandr Nevskij,,,20
Cinema,762,1941-03-15,,1941,Finishes the first version of screenplay for Ivan Groznyj.,"Eisenstein  finishes the first version of the literary screenplay for ""Ivan Groznyj"", which provides for a two-part film, from the coronation of the young tsar to his march to the Baltic Sea. [...]",Cinema and Theatre,Ivan Groznyj,Ivan Groznyj,,1,20
Biography,763,1941-05-00,,1941,,"After the German army invaded the USSR Eisenstein  draws the following conclusions from his historical studies of Ivan Groznyj: (...) The united and strong Moscow Empire, which came into being in the 16th century, came unexpectedly for the West. ""Where did this Moscow Tsar and this strongest empire in the East suddenly come from?"", the diplomats, humanists, princes and kings of the West asked themselves with concern. We, the people of Moscow in the 20th century, experience the same lack of understanding of the West [...].",Biography and Personality;Writing and Teaching,Ivan Groznyj,Ivan Groznyj,,,20
Cinema,764,1941-06-22,,1941,Cites the short stories of R.L Stevenson and Ambrose Bierce,"During a discussion in Mosfilm about the new film type of war film chronicle, Eisenstein  cites the short stories of R. L. Stevenson and Ambrose Bierce as models for their structural design.",Cinema and Theatre,,Mosfilm Studios;R. L. Stevenson;Ambrose Bierce,,1,20
Cinema,765,1941-06-00,,1941,,"The anti-fascist and patriotic films, including ""Aleksandr Nevskij"", reappear in the Soviet cinema schedule.",Cinema and Theatre,Aleksandr Nevskij,Aleksandr Nevskij,,1,20
Biography,766,1941-07-00,,1941,Speaks in the radio program To Brother Jews of All the World which is broadcast to the USA.,"Eisenstein  speaks in the radio program ""To Brother Jews of All the World"", which was broadcast to America.",Biography and Personality,,To Brother Jews of All the World;Radio,,,20
Writings,767,1941-07-03,,1941,Works on English language version of Griffith and the history of montage in art,"Eisenstein works on the English version of a very long essay on ""Griffith and the history of montage in art"".",Writing and Teaching,,Griffith and the History of Montage in Art;Montage;Essay;Writing,,,20
Biography,768,1941-08-00,,1941,Officially thanked for his leadship of the Mosfilm Studio.,"Eisenstein  is officially thanked for his leadership of the Mosfilm Studio; acceptance into the editorial board for war film chronicles. Together with the American correspondent Quentin Reynolds, Eisenstein  works on the compilation of the war film chronicle ""Moscow strikes back"". The work is discontinued due to the evacuation of Reynolds and the destruction of much of the material.",Biography and Personality;Cinema and Theatre,,Mosfilm Studios;Quentin Reynolds;Moscow Strikes Back,,,20
Biography,769,1941-08-07,,1941,Gives a radio speech for England and the USA.,Eisenstein  gives a radio speech for England and the USA.,Biography and Personality,,Radio,,,20
Biography,770,1941-08-00,,1941,"Reads ""The Importance of Living"" by Lin Yu Tang","Eisenstein  reads over and over again ""The Importance of Living"" by Lin Yu Tang",Biography and Personality,,over and over again;The Importance of Living;Lin Yu Tang,,,20
Biography,771,1941-10-00,,1941,Released from the management of the Mosfilmstudio.,"Eisenstein is released from the management of the Mosfilm studio for work on ""Ivan Groznyj"".",Biography and Personality;Cinema and Theatre,Ivan Groznyj,Mosfilm Studios;Ivan Groznyj,,,20
Biography,772,1941-10-06,,1941,Departs for the film studios in Alma-Ata.,"Eisenstein s departure  for  Alma-Ata to the Mosfilm studios there; (...) After his arrival, he initially concentrates on the construction of the studios  and the work being done with the relocation of the VGIK.  The stay in Alma-Ata  is not  to his taste:  ""Except  for the purely  creative  (not  numerous) satisfactions in the actual work on Ivan the Terrible, everything  here is disgusting.""",Biography and Personality;Cinema and Theatre,,Alma-Ata;Mosfilm Studios,,,20
Writings,773,1941-10-14,,1941,Elaborates a detailed libretto entitled Puškin.,"Eisenstein  elaborates  a  detailed  libretto  entitled ""Puškin"".",Writing and Teaching,,Puškin,,,20
Cinema,774,1941-11-00,,1941,Finishes working on the screenplay of Ivan Groznyj.,"Eisenstein  finishes  working  on the screenplay  of ""lvan Groznyj"".",Cinema and Theatre,Ivan Groznyj,Ivan Groznyj,,1,20
Cinema,775,1941-12-00,,1941,"announces  to  Prokofev  the  scenario  of ""Ivan Groznyj""","Eisenstein   announces  to  Prokofev  the  scenario  of ""Ivan Groznyj"",  which he will send ""with the closest possibility"". He firmly counts on Prokofevs collaboration.",Cinema and Theatre,Ivan Groznyj,Ivan Groznyj;Prokof'ev,,1,20
Cinema,776,1941-12-23,,1941,Starts to revise the dialogues of Ivan Groznyj.,Eisenstein  starts to revise the dialogues of the Ivan Groznyj scenario and creates a questionnaire for the exact elaboration of thecharacters.,Cinema and Theatre,Ivan Groznyj,Ivan Groznyj,,1,20
Writings,777,1942-02-00,,1942,Holds a lecture in Ama-Ata.,Eisenstein  holds a lecture in Alma-Ata on a Majakovskij evening.,Writing and Teaching,,Alma-Ata;Majakovskij,1,,20
Cinema,778,1942-04-00,,1942,Writes to Nina Čerkassova.,"Eisenstein writes to Nina Čerkassova, the wife of the actor Nikolaj Čerkassov, to help win her husband for the role of Ivan.",Cinema and Theatre,Ivan Groznyj,Nikolaj Cerkassov;Nina Cerkassov,,1,20
Cinema,779,1942-04-16,,1942,Works with Prokofev on the film music to Ivan Groznyj.,"After Prokofevs arrival in Alma-Ata, Eisenstein  works with him on the film music. The working method is similar to that of Aleksandr Nevskij.",Cinema and Theatre,Aleksandr Nevskij,Prokof'ev;Alma-Ata;Aleksandr Nevskij,,1,20
Writings,780,1942-06-00,,1942,Speaks at a conference on American and British films.,Eisenstein  is in Moscow and speaks at a conference on American and British film at VOKS.,Writing and Teaching,,Conference on American and British film;VOKS,,,20
Writings,781,1942-07-24,,1942,Essays published in New York.,In New York the collection of Eisenstein s essays The Film Sense edited by Jay Leyda is published.,Writing and Teaching,,The Film Sense;Jay Leyda;Essay;Writing,,,20
Writings,782,1942-08-00,,1942,Resumes his teaching activities at VGIK.,Eisenstein  resumes his teaching activities at the VGIK in Alma-Ata.,Writing and Teaching,,VGIK;Alma-Ata,,,20
Cinema,783,1942-09-00,,1942,The Committee for Cinematic Art Issues approves the screenplay directed by Ivan Groznyj.,The Committee for Cinematic Art Issues approves the screenplay directed by Ivan Groznyj.,Cinema and Theatre,Ivan Groznyj,Committee for Cinematic Art;Ivan Groznyj,,1,20
Writings,784,1942-09-05,,1942,"writes in the preface of the book ""Erinnerungen"" about his travels in the western countries.","Eisenstein  writes in the preface of the book ""Erinnerungen"" abouthis travels in the western countries.",Writing and Teaching,,Erinnerungen,,,20
Writings,785,1942-10-17,,1942,Writes the essay about Prokofev.,Eisenstein writes the essay PRKFW about Prokofev.,Writing and Teaching,,PRKFW;Prokof'ev;Essay,,,20
Cinema,786,1942-11-00,,1942,Eisenstein repeatedly expresses to Prokofev the wish to take over the staging of the opera for War and Peace and works on decoration designs.,"Besides the film music for Ivan Groznyi, Prokofev works on the opera War and Peace based on the novel by Lev N. Tolstoj during his time in Alma-Ata. Eisenstein repeatedly expresses to Prokofev the wish to take over the staging of the opera and works on decoration designs.",Cinema and Theatre;Graphic Art,Ivan Groznyj,Prokof'ev;Ivan Groznyj;War and Peace;Lev N. Tolstoj;Alma-Ata,,1,20
